BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
201301,11,300,201301,11,2018,71473,430519,WISCONSIN,55,2013,January,Dense Fog,Z,59,WASHINGTON,MKX,11-JAN-13 03:00:00,CST-6,11-JAN-13 20:18:00,0,0,0,0,,,AWOS,,,,,,,,,,,,,,,,,,,,,,Dense fog affected Southern Wisconsin during the early morning hours of January 11th and lasted through the evening hours of the 11th.   Visibilities were reduced to 1/8 to 1/4 mile.  This dense fog was the result of southerly winds ahead of a  low pressure in the Dakotas which pulled higher dew point air and some rain into Southern Wisconsin.  The low-level air was chilled and saturated as it passed over the snow-covered ground.,,CSV
201301,11,300,201301,11,2018,71473,430520,WISCONSIN,55,2013,January,Dense Fog,Z,64,JEFFERSON,MKX,11-JAN-13 03:00:00,CST-6,11-JAN-13 20:18:00,0,0,0,0,,,AWOS,,,,,,,,,,,,,,,,,,,,,,Dense fog affected Southern Wisconsin during the early morning hours of January 11th and lasted through the evening hours of the 11th.   Visibilities were reduced to 1/8 to 1/4 mile.  This dense fog was the result of southerly winds ahead of a  low pressure in the Dakotas which pulled higher dew point air and some rain into Southern Wisconsin.  The low-level air was chilled and saturated as it passed over the snow-covered ground.,,CSV
201301,11,300,201301,11,2018,71473,430521,WISCONSIN,55,2013,January,Dense Fog,Z,69,ROCK,MKX,11-JAN-13 03:00:00,CST-6,11-JAN-13 20:18:00,0,0,0,0,,,AWOS,,,,,,,,,,,,,,,,,,,,,,Dense fog affected Southern Wisconsin during the early morning hours of January 11th and lasted through the evening hours of the 11th.   Visibilities were reduced to 1/8 to 1/4 mile.  This dense fog was the result of southerly winds ahead of a  low pressure in the Dakotas which pulled higher dew point air and some rain into Southern Wisconsin.  The low-level air was chilled and saturated as it passed over the snow-covered ground.,,CSV
201301,19,1900,201301,20,300,71576,430668,WISCONSIN,55,2013,January,Strong Wind,Z,69,ROCK,MKX,19-JAN-13 19:00:00,CST-6,20-JAN-13 03:00:00,0,0,0,0,5.00K,,AWOS,44.00,MG,,,,,,,,,,,,,,,,,,,,"Strong, widespread west to northwest wind gusts in the 45 to 50 mph (39 to 43 knots) range occurred over Southern Wisconsin during the evening of January 19th.  These winds, behind a strong cold front, ushered in the coldest air to that point of the winter season.  Newspaper articles reported scattered power outages as wind-broken tree limbs impacted power-lines.  The strong winds were related to a tightening pressure gradient around a low pressure system that rapidly deepened as it tracked across the Upper Peninsula of Michigan to southwest Quebec.",,CSV
201301,19,1900,201301,20,300,71576,430670,WISCONSIN,55,2013,January,Strong Wind,Z,70,WALWORTH,MKX,19-JAN-13 19:00:00,CST-6,20-JAN-13 03:00:00,0,0,0,0,5.00K,,AWOS,41.00,MG,,,,,,,,,,,,,,,,,,,,"Strong, widespread west to northwest wind gusts in the 45 to 50 mph (39 to 43 knots) range occurred over Southern Wisconsin during the evening of January 19th.  These winds, behind a strong cold front, ushered in the coldest air to that point of the winter season.  Newspaper articles reported scattered power outages as wind-broken tree limbs impacted power-lines.  The strong winds were related to a tightening pressure gradient around a low pressure system that rapidly deepened as it tracked across the Upper Peninsula of Michigan to southwest Quebec.",,CSV
201301,19,1900,201301,20,300,71576,430671,WISCONSIN,55,2013,January,Strong Wind,Z,71,RACINE,MKX,19-JAN-13 19:00:00,CST-6,20-JAN-13 03:00:00,0,0,0,0,5.00K,,ASOS,44.00,MG,,,,,,,,,,,,,,,,,,,,"Strong, widespread west to northwest wind gusts in the 45 to 50 mph (39 to 43 knots) range occurred over Southern Wisconsin during the evening of January 19th.  These winds, behind a strong cold front, ushered in the coldest air to that point of the winter season.  Newspaper articles reported scattered power outages as wind-broken tree limbs impacted power-lines.  The strong winds were related to a tightening pressure gradient around a low pressure system that rapidly deepened as it tracked across the Upper Peninsula of Michigan to southwest Quebec.",,CSV
201308,6,2359,201308,7,6,76199,459668,WISCONSIN,55,2013,August,Tornado,C,9,BROWN,GRB,06-AUG-13 23:59:00,CST-6,07-AUG-13 00:06:00,0,0,0,0,0.00K,0.00K,NWS Storm Survey,,,,,EF1,5.53,100,GRB,WI,061,KEWAUNEE,1,NNE,PINE GROVE,1,SE,HENRYSVILLE,44.433,-87.876,44.422,-87.765,"A line of severe thunderstorms, known as a quasi-linear convective system (QLCS), produced six tornadoes and widespread damaging winds across east-central Wisconsin during the late night hours of August 6-7.  The storms formed ahead of a cold front that also produced severe weather in Minnesota and western Wisconsin.||The tornadoes occurred within about 50 minutes--between 12:22 am and 1:10 am CDT.  Hundreds of homes, businesses and farm buildings were damaged. Two injuries occurred at a campground in Waupaca County.  Thousands of trees and power lines were also downed, leaving tens of thousands of people without power. The strongest tornado of the event reached EF2 intensity (winds estimated at 115 to 120 mph). This tornado caused significant damage to a church in New London. ||The six tornadoes that occurred on August 7 were the most nighttime tornadoes in a single event in northeast Wisconsin since accurate tornado records began (1950).","A tornado formed in eastern Brown County at 12:59 am CDT and moved east-southeast into Kewaunee County. A couple dozen trees were damaged and uprooted (DI 28, DOD 2 and 3) before it moved into Kewaunee County at about 1:06 am CDT, 2.9 miles southwest of Pilsen. Average path width in Brown County was 75 yards.",CSV
201301,20,2200,201301,21,200,71118,427488,WISCONSIN,55,2013,January,Cold/Wind Chill,Z,39,BROWN,GRB,20-JAN-13 22:00:00,CST-6,21-JAN-13 02:00:00,0,0,1,0,0.00K,0.00K,Law Enforcement,,,,,,,,,,,,,,,,,,,,,,"Brisk northwest winds brought bitterly cold arctic air into Wisconsin.  A Green Bay man died of hypothermia outside his home early on the morning of January 21st. Temperatures were in the single digits with wind chills of 10 below to 15 below zero. The man was wearing inadequate clothing for the weather and died from prolonged exposure to the cold, according to Green Bay Police. Preliminary results indicated that alcohol was a factor in his death. The estimated time of death was approximately 2 AM CST.",,CSV
201302,1,0,201302,28,2359,71225,427993,WISCONSIN,55,2013,February,Drought,Z,10,ONEIDA,GRB,01-FEB-13 00:00:00,CST-6,28-FEB-13 23:59:00,0,0,0,0,0.00K,0.00K,Drought Monitor,,,,,,,,,,,,,,,,,,,,,,"Severe drought (D2) conditions that developed in parts of Lincoln County, Oneida County and Vilas County in November 2012 continued into March 2013.",Despite above normal precipitation across north-central Wisconsin western Oneida County remained in the severe drought (D2) category throughout February 2013.,CSV
201302,1,0,201302,28,2359,71225,427994,WISCONSIN,55,2013,February,Drought,Z,18,LINCOLN,GRB,01-FEB-13 00:00:00,CST-6,28-FEB-13 23:59:00,0,0,0,0,0.00K,0.00K,Drought Monitor,,,,,,,,,,,,,,,,,,,,,,"Severe drought (D2) conditions that developed in parts of Lincoln County, Oneida County and Vilas County in November 2012 continued into March 2013.",Despite above normal precipitation across north-central Wisconsin northwest Lincoln County remained in the severe drought (D2) category throughout February 2013.,CSV
201301,1,0,201301,31,2359,70468,423205,WISCONSIN,55,2013,January,Drought,Z,5,VILAS,GRB,01-JAN-13 00:00:00,CST-6,31-JAN-13 23:59:00,0,0,0,0,0.00K,0.00K,Drought Monitor,,,,,,,,,,,,,,,,,,,,,,"Severe drought (D2) conditions that developed in parts of Lincoln County, Oneida County and Vilas County in November 2012 continued into February 2013.",Despite near normal precipitation across north-central Wisconsin southwest Vilas County remained in the severe drought (D2) category throughout January 2013.,CSV
201301,1,0,201301,31,2359,70468,423206,WISCONSIN,55,2013,January,Drought,Z,10,ONEIDA,GRB,01-JAN-13 00:00:00,CST-6,31-JAN-13 23:59:00,0,0,0,0,0.00K,0.00K,Drought Monitor,,,,,,,,,,,,,,,,,,,,,,"Severe drought (D2) conditions that developed in parts of Lincoln County, Oneida County and Vilas County in November 2012 continued into February 2013.",Despite near normal precipitation across north-central Wisconsin western Oneida County remained in the severe drought (D2) category throughout January 2013.,CSV
201301,21,800,201301,22,1200,71577,430695,WISCONSIN,55,2013,January,Cold/Wind Chill,Z,62,IOWA,MKX,21-JAN-13 08:00:00,CST-6,22-JAN-13 12:00:00,0,0,0,0,,,AWOS,,,,,,,,,,,,,,,,,,,,,,"Arctic air spread into southern Wisconsin behind deep low pressure that tracked to the north of the state.  About 2,000 feet above ground level, 925 mb temperatures fell to -17C to -22C���with 925 mb winds of 20 to 30 knots.  Momentum transfer of these winds to the surface produced gusty northwest winds, which combined with surface temperatures in the single digits below zero to produce wind chills between -20 to -30.  The frigid wind chills began the morning of January 21st across far northern Southeast Wisconsin and most of South-central Wisconsin���then spread across the remainder of southern Wisconsin during the evening of January 21st and continued everywhere into the morning hours of January 22nd.||An interesting side note to this cold outbreak was the fact that it was one of the relatively few times Milwaukee recorded a low temperature below zero without having a snow cover.",,CSV
201301,18,1200,201301,18,1700,71476,430525,WISCONSIN,55,2013,January,Strong Wind,Z,51,FOND DU LAC,MKX,18-JAN-13 12:00:00,CST-6,18-JAN-13 17:00:00,0,0,0,0,5.00K,,ASOS,39.00,MG,,,,,,,,,,,,,,,,,,,,Sustained winds of 30-35 mph and wind gusts between 45 and 50 mph affected the eastern sections of Southeast Wisconsin on January 18th.  These winds were the related to a low pressure tracking across northern Wisconsin which pulled a strong warm front through southern Wisconsin during the late morning to early afternoon hours.  The resulting low-level mixing allowed downward momentum transfer from a 50-60 knot low-level jet down to the surface.  Newspaper articles reported scattered power outages as wind-broken tree limbs impacted power-lines.,,CSV
201301,18,1200,201301,18,1700,71476,430526,WISCONSIN,55,2013,January,Strong Wind,Z,52,SHEBOYGAN,MKX,18-JAN-13 12:00:00,CST-6,18-JAN-13 17:00:00,0,0,0,0,5.00K,,Law Enforcement,39.00,EG,,,,,,,,,,,,,,,,,,,,Sustained winds of 30-35 mph and wind gusts between 45 and 50 mph affected the eastern sections of Southeast Wisconsin on January 18th.  These winds were the related to a low pressure tracking across northern Wisconsin which pulled a strong warm front through southern Wisconsin during the late morning to early afternoon hours.  The resulting low-level mixing allowed downward momentum transfer from a 50-60 knot low-level jet down to the surface.  Newspaper articles reported scattered power outages as wind-broken tree limbs impacted power-lines.,,CSV
201301,18,1200,201301,18,1700,71476,430527,WISCONSIN,55,2013,January,Strong Wind,Z,65,WAUKESHA,MKX,18-JAN-13 12:00:00,CST-6,18-JAN-13 17:00:00,0,0,0,0,5.00K,,Law Enforcement,39.00,EG,,,,,,,,,,,,,,,,,,,,Sustained winds of 30-35 mph and wind gusts between 45 and 50 mph affected the eastern sections of Southeast Wisconsin on January 18th.  These winds were the related to a low pressure tracking across northern Wisconsin which pulled a strong warm front through southern Wisconsin during the late morning to early afternoon hours.  The resulting low-level mixing allowed downward momentum transfer from a 50-60 knot low-level jet down to the surface.  Newspaper articles reported scattered power outages as wind-broken tree limbs impacted power-lines.,,CSV
201301,18,1200,201301,18,1700,71476,430533,WISCONSIN,55,2013,January,Strong Wind,Z,71,RACINE,MKX,18-JAN-13 12:00:00,CST-6,18-JAN-13 17:00:00,0,0,0,0,5.00K,,Law Enforcement,39.00,EG,,,,,,,,,,,,,,,,,,,,Sustained winds of 30-35 mph and wind gusts between 45 and 50 mph affected the eastern sections of Southeast Wisconsin on January 18th.  These winds were the related to a low pressure tracking across northern Wisconsin which pulled a strong warm front through southern Wisconsin during the late morning to early afternoon hours.  The resulting low-level mixing allowed downward momentum transfer from a 50-60 knot low-level jet down to the surface.  Newspaper articles reported scattered power outages as wind-broken tree limbs impacted power-lines.,,CSV
201301,18,1200,201301,18,1700,71476,430534,WISCONSIN,55,2013,January,Strong Wind,Z,72,KENOSHA,MKX,18-JAN-13 12:00:00,CST-6,18-JAN-13 17:00:00,0,0,0,0,5.00K,,Law Enforcement,39.00,EG,,,,,,,,,,,,,,,,,,,,Sustained winds of 30-35 mph and wind gusts between 45 and 50 mph affected the eastern sections of Southeast Wisconsin on January 18th.  These winds were the related to a low pressure tracking across northern Wisconsin which pulled a strong warm front through southern Wisconsin during the late morning to early afternoon hours.  The resulting low-level mixing allowed downward momentum transfer from a 50-60 knot low-level jet down to the surface.  Newspaper articles reported scattered power outages as wind-broken tree limbs impacted power-lines.,,CSV
201301,30,400,201301,30,1748,71579,430770,WISCONSIN,55,2013,January,Winter Storm,Z,46,MARQUETTE,MKX,30-JAN-13 04:00:00,CST-6,30-JAN-13 17:48:00,0,0,0,0,,,COOP Observer,,,,,,,,,,,,,,,,,,,,,,"Heavy snow fell over most of South-central Wisconsin and northwest portions of Southeast Wisconsin as low pressure followed a favored track from southern Missouri to eastern Lower Michigan during the day on January 30th.  Moderate to briefly intense snowfall occurred with snow accumulations of 6 to 10 inches measured generally along and northwest of a Lafayette County to Sheboygan County line.  Peak snow amounts included 10 in Reedsburg (Sauk Co.) and Poynette (Columbia Co.), 9.1 in Berlin (Green Lake Co.), and 9 in Westfield (Marquette Co.).  Increasing northwest winds behind the low produced areas of blowing and drifting snow as wind gusts reached 30 to 35 mph (26 to 29 knots).  Numerous accidents and spin-offs were reported by area law enforcement officials.  Meteorologically, deep forcing with sloped frontogenesis and strong layer Q-vector convergence, combined with some convective instability in and above the dendritic growth zone, fueled the moderate to briefly heavy snowfall intensities.",A co-operative observer in Westfield reported total snow accumulations of 9.0 inches.,CSV
201301,30,400,201301,30,1800,70461,423147,WISCONSIN,55,2013,January,Winter Storm,Z,48,WINNEBAGO,GRB,30-JAN-13 04:00:00,CST-6,30-JAN-13 18:00:00,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,"A low pressure system developed along an Arctic front and moved northeast across northern Illinois.  Snowfall across central and northeast Wisconsin was mostly in the 4 to 9 inch range, most of which fell in a 12-hour period.||The highest snowfall totals included 9.2 inches at Shawano (Shawano Co.) and near Big Falls (Waupaca Co.), 9.1 inches at Whiting (Portage Co.), 9.0 inches at Appleton (Outagamie Co.) and Suring (Oconto Co.), 8.9 inches near Omro (Winnebago Co.), 8.7 inches at Ephraim (Door Co.), 8.6 inches at Wisconsin Rapids (Wood Co.), 8.5 inches at Brillion (Calumet Co.) and Neenah (Winnebago Co.), and 8.3 inches at Green Bay (Brown Co.).",A spotter in Neenah measured 9.0 inches of snow as of 820 PM.,CSV
201301,30,400,201301,30,1800,70461,423148,WISCONSIN,55,2013,January,Winter Storm,Z,35,WOOD,GRB,30-JAN-13 04:00:00,CST-6,30-JAN-13 18:00:00,0,0,0,0,0.00K,0.00K,Unknown,,,,,,,,,,,,,,,,,,,,,,"A low pressure system developed along an Arctic front and moved northeast across northern Illinois.  Snowfall across central and northeast Wisconsin was mostly in the 4 to 9 inch range, most of which fell in a 12-hour period.||The highest snowfall totals included 9.2 inches at Shawano (Shawano Co.) and near Big Falls (Waupaca Co.), 9.1 inches at Whiting (Portage Co.), 9.0 inches at Appleton (Outagamie Co.) and Suring (Oconto Co.), 8.9 inches near Omro (Winnebago Co.), 8.7 inches at Ephraim (Door Co.), 8.6 inches at Wisconsin Rapids (Wood Co.), 8.5 inches at Brillion (Calumet Co.) and Neenah (Winnebago Co.), and 8.3 inches at Green Bay (Brown Co.).",,CSV
201301,30,400,201301,30,1800,70461,423149,WISCONSIN,55,2013,January,Winter Storm,Z,36,PORTAGE,GRB,30-JAN-13 04:00:00,CST-6,30-JAN-13 18:00:00,0,0,0,0,0.00K,0.00K,COOP Observer,,,,,,,,,,,,,,,,,,,,,,"A low pressure system developed along an Arctic front and moved northeast across northern Illinois.  Snowfall across central and northeast Wisconsin was mostly in the 4 to 9 inch range, most of which fell in a 12-hour period.||The highest snowfall totals included 9.2 inches at Shawano (Shawano Co.) and near Big Falls (Waupaca Co.), 9.1 inches at Whiting (Portage Co.), 9.0 inches at Appleton (Outagamie Co.) and Suring (Oconto Co.), 8.9 inches near Omro (Winnebago Co.), 8.7 inches at Ephraim (Door Co.), 8.6 inches at Wisconsin Rapids (Wood Co.), 8.5 inches at Brillion (Calumet Co.) and Neenah (Winnebago Co.), and 8.3 inches at Green Bay (Brown Co.).",Plover received 8.3 inches of snow through 845 PM.,CSV
201301,30,400,201301,30,1800,70461,423150,WISCONSIN,55,2013,January,Winter Storm,Z,45,WAUSHARA,GRB,30-JAN-13 04:00:00,CST-6,30-JAN-13 18:00:00,0,0,0,0,0.00K,0.00K,Unknown,,,,,,,,,,,,,,,,,,,,,,"A low pressure system developed along an Arctic front and moved northeast across northern Illinois.  Snowfall across central and northeast Wisconsin was mostly in the 4 to 9 inch range, most of which fell in a 12-hour period.||The highest snowfall totals included 9.2 inches at Shawano (Shawano Co.) and near Big Falls (Waupaca Co.), 9.1 inches at Whiting (Portage Co.), 9.0 inches at Appleton (Outagamie Co.) and Suring (Oconto Co.), 8.9 inches near Omro (Winnebago Co.), 8.7 inches at Ephraim (Door Co.), 8.6 inches at Wisconsin Rapids (Wood Co.), 8.5 inches at Brillion (Calumet Co.) and Neenah (Winnebago Co.), and 8.3 inches at Green Bay (Brown Co.).",,CSV
201301,1,0,201301,31,2359,70468,423207,WISCONSIN,55,2013,January,Drought,Z,18,LINCOLN,GRB,01-JAN-13 00:00:00,CST-6,31-JAN-13 23:59:00,0,0,0,0,0.00K,0.00K,Drought Monitor,,,,,,,,,,,,,,,,,,,,,,"Severe drought (D2) conditions that developed in parts of Lincoln County, Oneida County and Vilas County in November 2012 continued into February 2013.",Despite near normal precipitation across north-central Wisconsin northwest Lincoln County remained in the severe drought (D2) category throughout January 2013.,CSV
201302,26,2000,201302,27,1000,71227,427996,WISCONSIN,55,2013,February,Winter Storm,Z,50,MANITOWOC,GRB,26-FEB-13 20:00:00,CST-6,27-FEB-13 10:00:00,0,0,0,0,0.00K,0.00K,COOP Observer,,,,,,,,,,,,,,,,,,,,,,"Heavy snow fell in Manitowoc County, and winds gusted to over 40 mph near Lake Michigan, as a low pressure system moved across southern Illinois to near Detroit, MI.  Lake enhancement contributed to the high snowfall totals.  Some of the highest totals included 13.0 inches at Kiel, 12.0 inches at Manitowoc, and 9.2 inches at Two Rivers.",,CSV
201301,21,800,201301,22,1200,71577,430697,WISCONSIN,55,2013,January,Cold/Wind Chill,Z,63,DANE,MKX,21-JAN-13 08:00:00,CST-6,22-JAN-13 12:00:00,0,0,0,0,,,ASOS,,,,,,,,,,,,,,,,,,,,,,"Arctic air spread into southern Wisconsin behind deep low pressure that tracked to the north of the state.  About 2,000 feet above ground level, 925 mb temperatures fell to -17C to -22C���with 925 mb winds of 20 to 30 knots.  Momentum transfer of these winds to the surface produced gusty northwest winds, which combined with surface temperatures in the single digits below zero to produce wind chills between -20 to -30.  The frigid wind chills began the morning of January 21st across far northern Southeast Wisconsin and most of South-central Wisconsin���then spread across the remainder of southern Wisconsin during the evening of January 21st and continued everywhere into the morning hours of January 22nd.||An interesting side note to this cold outbreak was the fact that it was one of the relatively few times Milwaukee recorded a low temperature below zero without having a snow cover.",,CSV
201301,21,800,201301,22,1200,71577,430698,WISCONSIN,55,2013,January,Cold/Wind Chill,Z,67,LAFAYETTE,MKX,21-JAN-13 08:00:00,CST-6,22-JAN-13 12:00:00,0,0,0,0,,,COOP Observer,,,,,,,,,,,,,,,,,,,,,,"Arctic air spread into southern Wisconsin behind deep low pressure that tracked to the north of the state.  About 2,000 feet above ground level, 925 mb temperatures fell to -17C to -22C���with 925 mb winds of 20 to 30 knots.  Momentum transfer of these winds to the surface produced gusty northwest winds, which combined with surface temperatures in the single digits below zero to produce wind chills between -20 to -30.  The frigid wind chills began the morning of January 21st across far northern Southeast Wisconsin and most of South-central Wisconsin���then spread across the remainder of southern Wisconsin during the evening of January 21st and continued everywhere into the morning hours of January 22nd.||An interesting side note to this cold outbreak was the fact that it was one of the relatively few times Milwaukee recorded a low temperature below zero without having a snow cover.",,CSV
201301,21,800,201301,22,1200,71577,430700,WISCONSIN,55,2013,January,Cold/Wind Chill,Z,68,GREEN,MKX,21-JAN-13 08:00:00,CST-6,22-JAN-13 12:00:00,0,0,0,0,,,AWOS,,,,,,,,,,,,,,,,,,,,,,"Arctic air spread into southern Wisconsin behind deep low pressure that tracked to the north of the state.  About 2,000 feet above ground level, 925 mb temperatures fell to -17C to -22C���with 925 mb winds of 20 to 30 knots.  Momentum transfer of these winds to the surface produced gusty northwest winds, which combined with surface temperatures in the single digits below zero to produce wind chills between -20 to -30.  The frigid wind chills began the morning of January 21st across far northern Southeast Wisconsin and most of South-central Wisconsin���then spread across the remainder of southern Wisconsin during the evening of January 21st and continued everywhere into the morning hours of January 22nd.||An interesting side note to this cold outbreak was the fact that it was one of the relatively few times Milwaukee recorded a low temperature below zero without having a snow cover.",,CSV
201301,21,1800,201301,22,1200,71577,430702,WISCONSIN,55,2013,January,Cold/Wind Chill,Z,58,DODGE,MKX,21-JAN-13 18:00:00,CST-6,22-JAN-13 12:00:00,0,0,0,0,,,AWOS,,,,,,,,,,,,,,,,,,,,,,"Arctic air spread into southern Wisconsin behind deep low pressure that tracked to the north of the state.  About 2,000 feet above ground level, 925 mb temperatures fell to -17C to -22C���with 925 mb winds of 20 to 30 knots.  Momentum transfer of these winds to the surface produced gusty northwest winds, which combined with surface temperatures in the single digits below zero to produce wind chills between -20 to -30.  The frigid wind chills began the morning of January 21st across far northern Southeast Wisconsin and most of South-central Wisconsin���then spread across the remainder of southern Wisconsin during the evening of January 21st and continued everywhere into the morning hours of January 22nd.||An interesting side note to this cold outbreak was the fact that it was one of the relatively few times Milwaukee recorded a low temperature below zero without having a snow cover.",,CSV
201301,18,1200,201301,18,1700,71476,430530,WISCONSIN,55,2013,January,Strong Wind,Z,66,MILWAUKEE,MKX,18-JAN-13 12:00:00,CST-6,18-JAN-13 17:00:00,0,0,0,0,8.00K,,C-MAN Station,43.00,MG,,,,,,,,,,,,,,,,,,,,Sustained winds of 30-35 mph and wind gusts between 45 and 50 mph affected the eastern sections of Southeast Wisconsin on January 18th.  These winds were the related to a low pressure tracking across northern Wisconsin which pulled a strong warm front through southern Wisconsin during the late morning to early afternoon hours.  The resulting low-level mixing allowed downward momentum transfer from a 50-60 knot low-level jet down to the surface.  Newspaper articles reported scattered power outages as wind-broken tree limbs impacted power-lines.,"In addition to the peak wind gust at McKinley Marina, sustained winds of 31 mph (27 knots) and 30 mph (26 knots) were reported in successive hours at General Mitchell International Airport.",CSV
201301,18,1200,201301,18,1700,71476,430532,WISCONSIN,55,2013,January,Strong Wind,Z,70,WALWORTH,MKX,18-JAN-13 12:00:00,CST-6,18-JAN-13 17:00:00,0,0,0,0,5.00K,,AWOS,27.00,MS,,,,,,,,,,,,,,,,,,,,Sustained winds of 30-35 mph and wind gusts between 45 and 50 mph affected the eastern sections of Southeast Wisconsin on January 18th.  These winds were the related to a low pressure tracking across northern Wisconsin which pulled a strong warm front through southern Wisconsin during the late morning to early afternoon hours.  The resulting low-level mixing allowed downward momentum transfer from a 50-60 knot low-level jet down to the surface.  Newspaper articles reported scattered power outages as wind-broken tree limbs impacted power-lines.,,CSV
201301,19,1900,201301,19,2100,71575,430548,WISCONSIN,55,2013,January,High Wind,Z,62,IOWA,MKX,19-JAN-13 19:00:00,CST-6,19-JAN-13 21:00:00,0,0,0,0,15.00K,,AWOS,50.00,MG,,,,,,,,,,,,,,,,,,,,"High winds affected parts of southern Wisconsin during the evening of January 21st as very strong west to northwest winds behind a strong cold front ushered in the coldest air to that point of the winter season.  Widespread wind gusts in the 45 to 50 mph (39 to 43 knots) range occurred at the surface, with peak gusts of 58 mph (50 knots).  Newspaper articles reported scattered power outages as wind-broken tree limbs impacted power-lines.  The high winds were related to a tightening pressure gradient around a low pressure system that rapidly deepened as it tracked across the Upper Peninsula of Michigan to southwest Quebec.  Meteorologically, strong winds of 40 to 50 knots (46 to 58 mph) about 5,000 feet above the ground were mixed down to the surface.",,CSV
201301,19,1900,201301,19,2100,71575,430549,WISCONSIN,55,2013,January,High Wind,Z,67,LAFAYETTE,MKX,19-JAN-13 19:00:00,CST-6,19-JAN-13 21:00:00,0,0,0,0,15.00K,,Law Enforcement,50.00,EG,,,,,,,,,,,,,,,,,,,,"High winds affected parts of southern Wisconsin during the evening of January 21st as very strong west to northwest winds behind a strong cold front ushered in the coldest air to that point of the winter season.  Widespread wind gusts in the 45 to 50 mph (39 to 43 knots) range occurred at the surface, with peak gusts of 58 mph (50 knots).  Newspaper articles reported scattered power outages as wind-broken tree limbs impacted power-lines.  The high winds were related to a tightening pressure gradient around a low pressure system that rapidly deepened as it tracked across the Upper Peninsula of Michigan to southwest Quebec.  Meteorologically, strong winds of 40 to 50 knots (46 to 58 mph) about 5,000 feet above the ground were mixed down to the surface.",,CSV
201302,7,600,201302,7,2359,71226,427995,WISCONSIN,55,2013,February,Winter Storm,Z,50,MANITOWOC,GRB,07-FEB-13 06:00:00,CST-6,07-FEB-13 23:59:00,0,0,0,0,0.00K,0.00K,COOP Observer,,,,,,,,,,,,,,,,,,,,,,"Heavy snow fell in Manitowoc County and north winds gusted to 30 mph at times as a low pressure system moved across Illinois and into Indiana.||The highest snowfall totals during the storm included 9.5 inches at Two Rivers, 8.2 inches on the south side of Manitowoc, and 8.0 inches at Valders.  Two Rivers also had some snow on February 6th, leaving them with a two-day total of 10.8 inches.",,CSV
201301,30,400,201301,30,1800,70461,423154,WISCONSIN,55,2013,January,Winter Storm,Z,40,KEWAUNEE,GRB,30-JAN-13 04:00:00,CST-6,30-JAN-13 18:00:00,0,0,0,0,0.00K,0.00K,Unknown,,,,,,,,,,,,,,,,,,,,,,"A low pressure system developed along an Arctic front and moved northeast across northern Illinois.  Snowfall across central and northeast Wisconsin was mostly in the 4 to 9 inch range, most of which fell in a 12-hour period.||The highest snowfall totals included 9.2 inches at Shawano (Shawano Co.) and near Big Falls (Waupaca Co.), 9.1 inches at Whiting (Portage Co.), 9.0 inches at Appleton (Outagamie Co.) and Suring (Oconto Co.), 8.9 inches near Omro (Winnebago Co.), 8.7 inches at Ephraim (Door Co.), 8.6 inches at Wisconsin Rapids (Wood Co.), 8.5 inches at Brillion (Calumet Co.) and Neenah (Winnebago Co.), and 8.3 inches at Green Bay (Brown Co.).",,CSV
201301,21,1800,201301,22,1200,71577,430703,WISCONSIN,55,2013,January,Cold/Wind Chill,Z,59,WASHINGTON,MKX,21-JAN-13 18:00:00,CST-6,22-JAN-13 12:00:00,0,0,0,0,,,AWOS,,,,,,,,,,,,,,,,,,,,,,"Arctic air spread into southern Wisconsin behind deep low pressure that tracked to the north of the state.  About 2,000 feet above ground level, 925 mb temperatures fell to -17C to -22C���with 925 mb winds of 20 to 30 knots.  Momentum transfer of these winds to the surface produced gusty northwest winds, which combined with surface temperatures in the single digits below zero to produce wind chills between -20 to -30.  The frigid wind chills began the morning of January 21st across far northern Southeast Wisconsin and most of South-central Wisconsin���then spread across the remainder of southern Wisconsin during the evening of January 21st and continued everywhere into the morning hours of January 22nd.||An interesting side note to this cold outbreak was the fact that it was one of the relatively few times Milwaukee recorded a low temperature below zero without having a snow cover.",,CSV
