state,county,tract_fips,social_vulnerability,resilience,heatwave_eals,heatwave_risk,flood_eals,flood_risk,tornado_eals,tornado_risk,winter_eals,winter_risk
Wisconsin,Oneida,55085970104,13.229999542236328,73.879997253417969,0,0,34.782863987598937,33.271892688959710,54.410364326777248,48.210293488084474,71.679545294407774,65.542501070256392
Wisconsin,Oneida,55085970400,23.190000534057617,73.879997253417969,0,0,45.872184512765109,44.114779051515008,60.758749603225922,56.802073919041050,73.636000657632053,69.924606383484758
Wisconsin,Oneida,55085970500,3.849999904632568,73.879997253417969,0,0,28.534185123423445,27.773153213147506,54.028285583287285,44.165913523284026,65.360405852925282,54.712695619083860
Wisconsin,Oneida,55085970601,12.619999885559082,73.879997253417969,0,0,40.447894403081477,38.097559815440228,51.246752330680337,44.860391000332967,65.046856283909150,58.257622603814873
Wisconsin,Oneida,55085970603,16.840000152587891,73.879997253417969,0,0,44.991427296427652,42.633068543975646,49.886552003856053,44.452504399942924,64.438546633158751,58.802264186842976
Wisconsin,Oneida,55085970604,6.059999942779541,73.879997253417969,0,0,41.050332339056297,37.665889739808783,46.591269794617979,38.305665223802507,66.437278342767229,57.133853398658609
Wisconsin,Oneida,55085970800,23.690000534057617,73.879997253417969,0,0,32.012588956478851,31.392998144888935,49.483311976111260,45.410978452171427,71.331939779693272,67.562907292013506
Wisconsin,Oneida,55085970900,19.799999237060547,73.879997253417969,0,0,33.336073466895272,32.466822052038239,54.409188699874214,49.824002283213623,71.610259060055910,67.031346620368168
Wisconsin,Oneida,55085971001,15.289999961853027,73.879997253417969,0,0,38.833172839796134,36.904818532083908,50.227483805739418,44.476287875184326,58.726542499471549,52.724397088902627
Wisconsin,Oneida,55085971002,7.019999980926514,73.879997253417969,0,0,35.515653991591705,33.336108072111500,48.438179659303323,40.351044094563100,71.265002231251614,62.783617942253720
Wisconsin,Oneida,55085971100,13.939999580383301,73.879997253417969,0,0,35.523874392277520,33.950910907101743,56.019797557047291,50.152214241544982,66.373863823190931,60.085382676116637
Wisconsin,Oneida,55085971300,45.590000152587891,73.879997253417969,0,0,36.215562392841207,36.186557579793558,48.853175956078580,47.960566998049750,69.350823214411534,68.890025210483756
Wisconsin,Oneida,55085971400,57.380001068115234,73.879997253417969,0,0,42.399652394485287,43.382248014079813,67.351665275508168,68.652190458069725,79.521807548676520,80.408362269894866
Wisconsin,Oneida,55085971500,47.650001525878906,73.879997253417969,0,0,34.400028184230926,34.501498358940211,65.274332537825799,64.919374018931649,80.707893933344295,80.389335489701750
Wisconsin,Outagamie,55087010100,54.569999694824219,96.949996948242188,62.270709538013477,61.864386624173527,0,0,64.313845358037170,64.613756362079627,66.124903116706207,66.518812728915947
Wisconsin,Outagamie,55087010200,32.500000000000000,96.949996948242188,70.191652770275027,66.905294201588745,0,0,69.639435228835779,66.543785377919420,73.173309533316115,70.714217761499313
Wisconsin,Outagamie,55087010300,84.279998779296875,96.949996948242188,59.520398337130374,63.658849831137317,0,0,56.666392353722628,61.130666412976268,62.416328064447946,67.077724397088900
Wisconsin,Outagamie,55087010501,34.860000610351562,96.949996948242188,59.852737393428377,56.679589021547827,25.372853888249523,25.340103695952052,57.996026381067701,55.768681919802120,62.970617939262986,60.443323978499741
Wisconsin,Outagamie,55087010502,22.020000457763672,96.949996948242188,54.493036146276161,49.882271797555063,49.429269323813323,47.266089521000808,56.675797368946988,52.443752081054086,58.560960142800099,53.846977120296813
Wisconsin,Outagamie,55087010601,50.840000152587891,96.949996948242188,67.366183620264465,66.539028682871134,28.401484369495268,28.409361175855015,68.677772422144116,68.448841744755740,70.884515113793839,70.817675878799406
Wisconsin,Outagamie,55087010602,23.479999542236328,96.949996948242188,69.720741245273260,64.928887409028206,0,0,68.433242026310523,63.799172335061606,72.599055828264085,68.654568805593868
Wisconsin,Outagamie,55087010700,70.019996643066406,96.949996948242188,72.546210395283836,74.429196594206346,40.523052352208936,42.072967702040621,73.500193978439000,76.742139561432722,75.638255396105876,77.939637539837321
Wisconsin,Outagamie,55087010800,30.770000457763672,96.949996948242188,48.737581323249643,46.060267326261709,26.481433637879608,26.398468344194452,48.060803423425540,44.816391571136379,51.851938840218907,48.885744184940307
Wisconsin,Outagamie,55087010900,28.739999771118164,96.949996948242188,57.437113934753505,53.568710459972415,27.959931418371418,27.752937259192311,57.456413632569571,54.329781667697283,61.029429034455219,57.522713218855536
Wisconsin,Outagamie,55087011001,59.520000457763672,96.949996948242188,61.812715785518002,62.108167245397894,38.923597247340112,39.578081149217525,63.145272216409396,64.147600247348151,65.545952039833708,66.604433239784996
Wisconsin,Outagamie,55087011002,32.569999694824219,96.949996948242188,61.964206026728043,58.377729153783953,26.331117739624680,26.236740712552919,66.023206875066137,63.105884031774728,66.330413133851607,63.667174047471818
Wisconsin,Outagamie,55087011101,36.310001373291016,96.949996948242188,73.415224182070133,70.752271321885559,38.430373206191135,37.825239023926180,75.408236442082739,72.786947628787530,76.577729760199162,74.563573229320269
Wisconsin,Outagamie,55087011103,6.650000095367432,96.949996948242188,66.844775348192684,57.037530323930930,46.162247222678907,41.904105027826667,68.946990982941657,59.653712600485186,70.582708974328867,61.716929077676831
Wisconsin,Outagamie,55087011104,57.060001373291016,96.949996948242188,68.661483899758082,68.790134614469864,59.715339267679738,60.852399752651856,81.348679183174426,81.905532036341157,74.389928834816914,75.070161251962148
Wisconsin,Outagamie,55087011200,35.279998779296875,96.949996948242188,63.587147990699201,60.418351329496268,0,0,61.750978709396790,59.463444798553965,66.521831035535612,64.284355229986204
Wisconsin,Outagamie,55087011300,8.739999771118164,96.949996948242188,64.492566409094110,55.474956000570806,0,0,62.777300995755994,55.019502449697953,67.467177114404492,59.291014603053796
Wisconsin,Outagamie,55087011400,69.080001831054688,96.949996948242188,75.343495314371609,76.943109927222565,0,0,77.674845111155520,80.630737763401982,78.495431805904587,80.428578223850067
Wisconsin,Outagamie,55087011501,59.060001373291016,96.949996948242188,65.834840406792395,66.156114731484564,0,0,64.778217984740365,65.772011606335923,68.923362378749090,70.003091851781392
Wisconsin,Outagamie,55087011502,25.520000457763672,96.949996948242188,71.973131033186931,67.641392760310140,29.591093783028395,29.138324692003998,78.855174521813751,73.952337915616226,76.230124245484660,72.657327688721878
Wisconsin,Outagamie,55087011600,34.240001678466797,96.949996948242188,81.330295699556103,78.116824430385762,50.651760340089723,49.671788041668648,88.010956842736391,84.319554773343484,83.897409399441017,81.774722922513448
Wisconsin,Outagamie,55087011700,24.620000839233398,96.949996948242188,61.432228668060219,56.529753127526995,25.107452380393170,25.089188032155256,59.556083281409812,55.754411834657283,64.491392066138999,60.325595776054797
Wisconsin,Outagamie,55087011800,23.069999694824219,96.949996948242188,54.510651290602908,50.070161251962141,29.578176010522110,29.101460305379824,54.029461210190334,49.865623364886076,57.929163632947365,53.427198782286069
Wisconsin,Outagamie,55087011901,28.750000000000000,96.949996948242188,64.547760527984593,60.431432240879033,0,0,63.622576739046096,60.299433953289252,67.712614792023857,64.474623031917417
Wisconsin,Outagamie,55087011902,37.599998474121094,96.949996948242188,72.129318646217442,69.678447414736240,29.010968363200789,28.833896208914044,77.480866672152928,74.895352708937835,76.068064917678555,74.175902582885413
Wisconsin,Outagamie,55087012000,12.100000381469727,96.949996948242188,79.337435704723205,72.069875850259237,56.772435822157505,52.762450649288873,84.790914755293258,75.530371497883280,82.169950912464472,76.041716215573416
Wisconsin,Outagamie,55087012101,10.949999809265137,96.949996948242188,70.277379805998535,62.292489178518764,50.072809263217231,46.289777862341246,71.250044086008870,63.109451553060936,73.530309791671556,66.564001331874607
Wisconsin,Outagamie,55087012102,12.869999885559082,96.949996948242188,70.495807595650234,63.136802549588545,32.030204100805598,30.926842030157449,70.601098035527443,63.161775198592018,73.542053221222730,67.157399039147606
Wisconsin,Outagamie,55087012200,31.860000610351562,96.949996948242188,54.726730394344372,51.587546972363604,41.503628719731310,40.566284545497787,54.366866131364553,51.625600532749850,58.158160509195099,55.105122960567002
Wisconsin,Outagamie,55087012300,8.289999961853027,96.949996948242188,50.850224299504433,43.579650858583456,28.184230922798690,27.631641535461160,50.252171970703372,42.446368263330633,54.097282570401859,46.062645673785852
Wisconsin,Outagamie,55087012400,14.989999771118164,96.949996948242188,64.295276792634525,57.237311515958709,29.272846842191797,28.679303619844930,66.408812499265238,60.155543928078771,68.087230194706066,61.982114826618464
Wisconsin,Outagamie,55087012503,0.300000012,96.949996948242188,68.542875261291300,53.355848356561864,0,0,73.836423272710178,58.256433430052802,72.774032928576460,58.462160490890923
Wisconsin,Outagamie,55087012504,4.659999847412109,96.949996948242188,69.865185428752611,59.205394092184747,48.355919862836743,43.295438329448700,71.775549311670446,60.978452171431286,73.370599149775700,63.734956951909815
Wisconsin,Outagamie,55087012505,17.399999618530273,96.949996948242188,75.615942879958666,69.778338010750133,56.457711910186248,53.341578271417021,77.586673093427066,70.686866764971697,78.727951711017681,73.539694620177897
Wisconsin,Outagamie,55087012506,34.540000915527344,96.949996948242188,71.538624139793782,68.621271940255909,42.221152265307559,41.455786519526235,82.490212906032141,79.039623269752184,76.583601474974756,74.340008562051082
